Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Courier Code,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
5539,LEEMAN PRIMARY SCHOOL,10 SPENCER STREET,LEEMAN,WA,6514,C/- POST OFFICE,LEEMAN,WA,6514,-29.94892052,114.97843423,POST,08 9953 3100,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,3,1,1,1,1,2,2,,,,,,,,,13
5659,LEEMING PRIMARY SCHOOL,10 MEHARRY ROAD,LEEMING,WA,6149,10 MEHARRY ROAD,LEEMING,WA,6149,-32.07551121,115.862877,POST,08 9266 6700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,39,34,45,37,45,42,36,,,,,,,,,318
4143,LEEMING SENIOR HIGH SCHOOL,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,G273,08 9237 6800 ,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,203,196,190,205,172,151,,1117
6087,LEEMING SENIOR HIGH SCHOOL EDUCATION SUPPORT CENTRE,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,POST,08 9237 6870,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,25,23,24,8,20,34,,134
5604,LEINSTER COMMUNITY SCHOOL,GLEDDEN DRIVE,LEINSTER,WA,6437,PMB 5,LEINSTER,WA,6437,-27.91539981,120.6955058,POST,08 9037 9086,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,11,20,18,8,15,6,12,11,,3,3,,2,1,1,,111
4151,LEONORA DISTRICT HIGH SCHOOL,GWALIA STREET,LEONORA,WA,6438,PO BOX 200,LEONORA,WA,6438,-28.88414676,121.3329384,POST,08 9037 6143,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,9,11,12,8,4,9,11,7,,7,10,6,6,6,,,106
1327,LESCHENAULT CATHOLIC PRIMARY SCHOOL,MARDO AVENUE,AUSTRALIND,WA,6233,MARDO AVENUE,AUSTRALIND,WA,6233,-33.28334496,115.7224856,POST,08 9720 3737,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,71,57,56,52,52,51,51,57,,,,,,,,,447
5279,LESMURDIE PRIMARY SCHOOL,49 SANDERSON ROAD,LESMURDIE,WA,6076,49 SANDERSON ROAD,LESMURDIE,WA,6076,-32.00399197,116.04500042,E260,08 9291 2100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,38,39,42,50,53,38,58,,,,,,,,,356
4133,LESMURDIE SENIOR HIGH SCHOOL,21 REID ROAD,LESMURDIE,WA,6076,21 REID ROAD,LESMURDIE,WA,6076,-32.01252075,116.05164312,E255,08 9291 1200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,187,190,194,185,184,130,,1070
5758,LITTLE GROVE PRIMARY SCHOOL,33 GORDON STREET,LITTLE GROVE,WA,6330,33 GORDON STREET,LITTLE GROVE,WA,6330,-35.06595201,117.867226,POST,08 9845 9900,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,27,24,22,24,18,17,23,25,,,,,,,,,180
1408,LIVING WATERS LUTHERAN COLLEGE,176 CURRIE STREET,WARNBRO,WA,6169,176 CURRIE STREET,WARNBRO,WA,6169,-32.34307717,115.75441692,POST,08 9593 1211,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,16,19,23,28,28,35,43,46,,68,65,66,69,40,58,,604
1232,LIWARA CATHOLIC PRIMARY SCHOOL,5 TUART ROAD,GREENWOOD,WA,6024,5 TUART ROAD,GREENWOOD,WA,6024,-31.83328555,115.79181939,POST,08 9467 8153,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,70,46,56,53,51,53,57,52,,,,,,,,,438
5536,LOCKRIDGE PRIMARY SCHOOL,48 ROSHER ROAD,LOCKRIDGE,WA,6054,48 ROSHER ROAD,LOCKRIDGE,WA,6054,-31.88279111,115.95152128,POST,08 9377 1110,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,30,34,29,25,29,31,22,,,,,,,,,236
8165,LOCKYER COMMUNITY KINDERGARTEN,DRUMMOND STREET,ALBANY,WA,6330,7 LESCHENAULT STREET,ALBANY,WA,6330,-35.00540316,117.8611204,POST,08 9841 3144,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,77,,,,,,,,,,,,,,,,77
5671,LOOMA REMOTE COMMUNITY SCHOOL,LOOMA REMOTE COMMUNITY,LOOMA,WA,6728,PMB 904,DERBY,WA,6728,-18.039234,124.149541,POST,08 9191 4765,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y11,10,12,10,9,13,5,7,7,,5,7,6,8,2,,,101
1132,LORETO NEDLANDS,69 WEBSTER STREET,NEDLANDS,WA,6009,69 WEBSTER STREET,NEDLANDS,WA,6009,-31.98464523,115.8060593,POST,08 6389 9400,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,30,23,27,27,24,31,25,25,,,,,,,,,212
8167,LOWER KING COMMUNITY KINDERGARTEN,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,-34.95841254,117.93492411,POST,08 9844 7238,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,20,,,,,,,,,,,,,,,,20
1308,LUMEN CHRISTI COLLEGE,81 STATION STREET,MARTIN,WA,6110,81 STATION STREET,MARTIN,WA,6110,-32.06737479,116.01201345,POST,08 9394 9300,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,176,172,173,161,156,159,,997
1305,LUURNPA CATHOLIC SCHOOL,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,-20.142514,127.983031,POST,08 9168 8902,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,13,10,12,16,11,15,17,7,,6,9,6,5,,,,127
4113,LYNWOOD SENIOR HIGH SCHOOL,436 METCALFE ROAD,PARKWOOD,WA,6147,436 METCALFE ROAD,PARKWOOD,WA,6147,-32.04190909,115.91612962,POST,08 9354 0600,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,232,237,207,203,350,242,,1471
6053,MADDINGTON EDUCATION SUPPORT CENTRE,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05405458,115.9855988,F120,08 9205 5950,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,2,4,3,4,8,6,3,5,,,,,,,,,35
5281,MADDINGTON PRIMARY SCHOOL,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05485834,115.98682152,F120,08 9205 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,35,31,30,23,27,22,25,,,,,,,,,227
5811,MADELEY PRIMARY SCHOOL,MARTINDALE AVENUE,MADELEY,WA,6065,MARTINDALE AVENUE,MADELEY,WA,6065,-31.80675303,115.8289632,B119A,08 9306 6900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,64,57,72,53,75,59,61,,,,,,,,,501
5282,MAIDA VALE PRIMARY SCHOOL,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,-31.94894601,116.0231303,E200,08 6228 7400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,43,44,47,50,68,57,53,42,,,,,,,,,404
5601,MAIDENS PARK PRIMARY SCHOOL,WESTWOOD STREET,BUNBURY,WA,6230,PO BOX 4233,EAST BUNBURY,WA,6230,-33.36974451,115.6277556,POST,08 9795 7701,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,23,22,18,18,21,22,20,18,,,,,,,,,162
1212,MAJELLA CATHOLIC PRIMARY SCHOOL,9 FINCHLEY CRESCENT,BALGA,WA,6061,9 FINCHLEY CRESCENT,BALGA,WA,6061,-31.85601373,115.8477866,POST,08 9207 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,23,28,27,21,20,29,19,24,,,,,,,,,191
5824,MAKYBE RISE PRIMARY SCHOOL,MAKYBE DRIVE,BALDIVIS,WA,6171,MAKYBE DRIVE,BALDIVIS,WA,6171,-32.34435624,115.8175271,H200,08 9523 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,100,96,121,116,101,135,124,135,,,,,,,,,928
6035,MALIBU SCHOOL,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,-32.30210385,115.742385,H175,08 9527 9009,SOUTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,3,6,3,5,7,8,7,3,,6,15,10,10,16,11,,110
5827,MALVERN SPRINGS PRIMARY SCHOOL,3 CHANDALA TURN,ELLENBROOK,WA,6069,3 CHANDALA TURN,ELLENBROOK,WA,6069,-31.75782406,115.97997051,C195,08 6296 5422,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,98,104,120,124,85,92,103,101,,,,,,,,,827
1462,MANDURAH BAPTIST COLLEGE,CATALINA DRIVE,LAKELANDS,WA,6210,CATALINA DRIVE,LAKELANDS,WA,6210,-32.47830702,115.7601182,POST,08 9583 7000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,43,46,56,52,71,65,69,88,,124,128,123,130,108,123,,1226
1380,MANDURAH CATHOLIC COLLEGE,79-97 COODANUP DRIVE,MANDURAH,WA,6210,79-97 COODANUP DRIVE,MANDURAH,WA,6210,-32.54895945,115.738286,POST,08 9531 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,30,29,56,31,42,62,62,51,,227,241,227,236,188,207,,1689
5283,MANDURAH PRIMARY SCHOOL,18 HACKETT STREET,MANDURAH,WA,6210,PO BOX 1077,MANDURAH,WA,6210,-32.52864487,115.72552542,POST,08 9535 1575,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,27,24,30,31,37,32,17,27,,,,,,,,,225
4179,MANEA SENIOR COLLEGE,ROBERTSON DRIVE,BUNBURY,WA,6230,PO BOX 500,BUNBURY,WA,6230,-33.36775659,115.6567975,POST,08 9721 0600,SOUTH WEST,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,262,342,,604
6014,MANJIMUP EDUCATION SUPPORT CENTRE,FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.234179,116.135653,POST,08 9771 9050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,KIN,Y12,2,1,,1,2,,1,2,,4,,2,3,4,3,,25
5284,MANJIMUP PRIMARY SCHOOL,19 FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.23292451,116.13395906,POST,08 9771 9000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,36,26,22,33,34,32,38,,,,,,,,,242
4032,MANJIMUP SENIOR HIGH SCHOOL,RUTHERFORD STREET,MANJIMUP,WA,6258,LOCKED BAG 1,MANJIMUP,WA,6258,-34.233842,116.133228,POST,08 9771 3400,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,79,100,109,81,149,117,,635
5285,MANNING PRIMARY SCHOOL,60-80 LEY STREET,MANNING,WA,6152,60-80 LEY STREET,MANNING,WA,6152,-32.01527547,115.8650557,POST,08 9450 4068,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,56,55,50,61,50,51,38,,,,,,,,,401
5687,MARANGAROO PRIMARY SCHOOL,88 GIRALT ROAD,MARANGAROO,WA,6064,88 GIRALT ROAD,MARANGAROO,WA,6064,-31.82848696,115.82758988,B115,08 9462 9999,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,28,24,21,22,22,21,29,,,,,,,,,200
5286,MARBLE BAR PRIMARY SCHOOL,AUGUSTA STREET,MARBLE BAR,WA,6760,LOCKED BAG 20,MARBLE BAR,WA,6760,-21.1694751,119.7478156,POST,08 9176 1037,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,1,3,3,3,1,1,4,3,,2,,1,1,,1,,24
1289,MARGARET RIVER INDEPENDENT SCHOOL,BUSSELL HIGHWAY,FOREST GROVE,WA,6286,BUSSELL HIGHWAY,FOREST GROVE,WA,6286,-34.06767921,115.1053456,POST,08 9757 7515,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,20,22,16,12,25,20,24,15,,,,,,,,,154
1389,MARGARET RIVER MONTESSORI SCHOOL,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,-33.95961243,115.0673346,POST,08 9757 2564,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,19,17,15,14,17,17,12,8,,,,,,,,,119
5287,MARGARET RIVER PRIMARY SCHOOL,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,-33.95452824,115.0757428,POST,08 9757 8500,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,73,78,87,89,109,105,127,107,,,,,,,,,775
4033,MARGARET RIVER SENIOR HIGH SCHOOL,158 BUSSELL HIGHWAY,MARGARET RIVER,WA,6285,158 BUSSELL HIGHWAY,MARGARET RIVER,WA,6285,-33.95431827,115.0746714,POST,08 9757 0700,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,228,213,193,177,179,127,,1117
5288,MARMION PRIMARY SCHOOL,7 CLIVERTON COURT,MARMION,WA,6020,7 CLIVERTON COURT,MARMION,WA,6020,-31.84418326,115.75949015,A130,08 9246 3422,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,52,40,61,47,46,71,54,51,,,,,,,,,422
5730,MARRI GROVE PRIMARY SCHOOL,23 LARSEN ROAD,BYFORD,WA,6122,23 LARSEN ROAD,BYFORD,WA,6122,-32.21239233,116.00551926,POST,08 9525 1199,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,51,66,72,78,70,62,71,66,,,,,,,,,536
1364,MARY MACKILLOP CATHOLIC COMMUNITY PRIMARY SCHOOL,CASSOWARY DRIVE,BALLAJURA,WA,6066,CASSOWARY DRIVE,BALLAJURA,WA,6066,-31.84525179,115.8981415,POST,08 9241 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,55,55,59,62,60,54,75,74,,,,,,,,,494
1072,MARY'S MOUNT PRIMARY SCHOOL,47 DAVIES CRESCENT,GOOSEBERRY HILL,WA,6076,47 DAVIES CRESCENT,GOOSEBERRY HILL,WA,6076,-31.96134491,116.04849635,POST,08 9290 5200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,39,25,29,30,30,32,33,32,,,,,,,,,250
1363,MATER CHRISTI CATHOLIC PRIMARY SCHOOL,340 YANGEBUP ROAD,YANGEBUP,WA,6164,340 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12534242,115.82632631,POST,08 6173 9000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,104,83,88,89,90,86,90,89,,,,,,,,,719
1383,MATER DEI COLLEGE,107 TREETOP AVENUE,EDGEWATER,WA,6027,107 TREETOP AVENUE,EDGEWATER,WA,6027,-31.76466034,115.77651931,POST,08 9405 4777,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,166,148,146,110,129,130,,829
1375,MATTHEW GIBNEY CATHOLIC PRIMARY SCHOOL,30 MUNDAY ROAD,HIGH WYCOMBE,WA,6057,30 MUNDAY ROAD,HIGH WYCOMBE,WA,6057,-31.93412329,115.99642746,POST,08 6216 8400,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,31,22,29,27,28,26,21,28,,,,,,,,,212
5795,MAYLANDS PENINSULA PRIMARY SCHOOL,60 KELVIN STREET,MAYLANDS,WA,6051,60 KELVIN ST,MAYLANDS,WA,6051,-31.93257493,115.90460977,POST,08 9462 6700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,116,88,75,84,84,84,74,66,,,,,,,,,671
1102,MAZENOD COLLEGE,55 GLADYS ROAD,LESMURDIE,WA,6076,55 GLADYS ROAD,LESMURDIE,WA,6076,-32.006679,116.03884092,POST,08 9291 6500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,148,160,145,147,132,122,,854
8148,MCDOUGALL PARK COMMUNITY KINDERGARTEN INC,CNR BRUCE/HENLEY STREETS,COMO,WA,6152,CNR BRUCE/HENLEY STREETS,COMO,WA,6152,-32.00608872,115.8685193,POST,08 9450 3909,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,37,,,,,,,,,,,,,,,,37
6082,MEADOW SPRINGS EDUCATION SUPPORT CENTRE,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,PO BOX 997,MANDURAH,WA,6210,-32.50105217,115.75749214,POST,08 9537 0450,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,11,14,1,10,7,7,7,7,,,,,,,,,64
5828,MEADOW SPRINGS PRIMARY SCHOOL,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,-32.50105217,115.75749214,POST,08 9584 7400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,62,56,62,60,86,90,79,93,,,,,,,,,588
5293,MECKERING PRIMARY SCHOOL,14 KNIGHT STREET,MECKERING,WA,6405,C/- POST OFFICE,MECKERING,WA,6405,-31.62835599,117.0104919,POST,08 9625 1292,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,3,2,3,3,1,3,5,,,,,,,,,23
5294,MEDINA PRIMARY SCHOOL,2 WESTCOTT ROAD,MEDINA,WA,6167,2 WESTCOTT ROAD,MEDINA,WA,6167,-32.23582307,115.80371095,H250,08 6174 1100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,21,23,31,32,23,11,26,,,,,,,,,188
4085,MEEKATHARRA DISTRICT HIGH SCHOOL,SAVAGE STREET,MEEKATHARRA,WA,6642,SAVAGE STREET,MEEKATHARRA,WA,6642,-26.59116051,118.4913155,POST,08 9981 1092,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,9,13,7,11,7,11,9,7,,9,8,6,6,1,5,,109
5929,MEEKATHARRA SCHOOL OF THE AIR,52 KEMPTON STREET,BLUFF POINT,WA,6530,PO BOX 7175,GERALDTON PO,WA,6531,-28.74042558,114.6196915,POST,08 9923 5200,MIDWEST,Distance Education,PRIMARY SCHOOLS,KIN,Y06,4,8,5,6,4,7,5,3,,,,,,,,,42
1233,MEL MARIA CATHOLIC PRIMARY SCHOOL,33 DAVIDSON ROAD,ATTADALE,WA,6156,33 DAVIDSON ROAD,ATTADALE,WA,6156,-32.02710468,115.80122577,POST,08 6330 0500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,140,97,98,84,103,106,81,82,,,,,,,,,791
5296,MELVILLE PRIMARY SCHOOL,70 CURTIS ROAD,MELVILLE,WA,6156,70 CURTIS ROAD,MELVILLE,WA,6156,-32.03770545,115.8065741,G240,08 9263 1300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,77,85,83,69,104,89,97,86,,,,,,,,,690
4034,MELVILLE SENIOR HIGH SCHOOL,18 POTTS STREET,MELVILLE,WA,6156,18 POTTS STREET,MELVILLE,WA,6156,-32.04631125,115.8054613,G220,08 6274 1300,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,266,236,249,235,228,200,,1414
5298,MENZIES COMMUNITY SCHOOL,GREGORY STREET,MENZIES,WA,6436,C/- POST OFFICE,MENZIES,WA,6436,-29.697207,120.898333,POST,08 9024 2049,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,Y01,Y12,,,1,2,2,,1,,,3,,2,,,2,,13
1149,MERCEDES COLLEGE,VICTORIA SQUARE,PERTH,WA,6000,VICTORIA SQUARE,PERTH,WA,6000,-31.95623304,115.8670832,POST,08 9323 1323,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,138,157,133,147,124,139,,838
1221,MERCY COLLEGE,CNR BEACH ROAD/MIRRABOOKA AVENUE,KOONDOOLA,WA,6064,CNR BEACH ROAD/MIRRABOOKA AVENUE,KOONDOOLA,WA,6064,-31.84725114,115.8575544,POST,08 9247 9247,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,60,59,60,61,61,64,64,64,,213,185,200,177,192,172,,1632
4194,MERREDIN COLLEGE,WOOLGAR AVENUE,MERREDIN,WA,6415,WOOLGAR AVENUE,MERREDIN,WA,6415,-31.48808967,118.2849815,POST,08 9041 0900,WHEATBELT,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,18,22,23,28,27,37,27,33,,59,55,65,64,45,50,,553
6092,MERRIWA EDUCATION SUPPORT CENTRE,67 BALTIMORE PARADE,MERRIWA,WA,6030,67 BALTIMORE PARADE,MERRIWA,WA,6030,-31.66869847,115.71272425,POST,08 6206 2330,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,9,7,13,7,4,3,2,3,,,,,,,,,48
5739,MERRIWA PRIMARY SCHOOL,67 BALTIMORE PARADE,MERRIWA,WA,6030,67 BALTIMORE PARADE,MERRIWA,WA,6030,-31.66869847,115.71272425,A269C,08 6206 2340,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,55,39,49,50,53,49,48,58,,,,,,,,,401
1042,METHODIST LADIES' COLLEGE,356 STIRLING HIGHWAY,CLAREMONT,WA,6010,356 STIRLING HIGHWAY,CLAREMONT,WA,6010,-31.98701169,115.7755403,POST,08 9384 4000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,17,20,13,23,36,45,61,70,,118,129,129,121,127,128,,1037
5426,MIDDLE SWAN PRIMARY SCHOOL,LOT 574 COCKMAN CROSS,STRATTON,WA,6056,LOT 574 COCKMAN CROSS,STRATTON,WA,6056,-31.86781578,116.0366486,C220,08 9250 7909,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,66,61,67,55,58,54,49,,,,,,,,,457
5303,MIDVALE PRIMARY SCHOOL,MIDVALE PLACE,MIDVALE,WA,6056,MIDVALE PLACE,MIDVALE,WA,6056,-31.887051,116.019478,C230,08 9218 6800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,35,41,37,42,41,36,41,44,,,,,,,,,317
5304,MILING PRIMARY SCHOOL,CNR NARDY ST/GT NORTHERN HWY,MILING,WA,6575,PO BOX 58,MILING,WA,6575,-30.49314858,116.3622694,POST,08 9654 1063,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,1,2,6,3,6,3,6,,,,,,,,,27
5656,MILLARS WELL PRIMARY SCHOOL,GAWTHORNE DRIVE,KARRATHA,WA,6714,GAWTHORNE DRIVE,KARRATHA,WA,6714,-20.74221594,116.8176143,POST,08 9187 6900,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,41,44,30,41,42,40,40,,,,,,,,,315
5305,MILLEN PRIMARY SCHOOL,100 ETWELL STREET,EAST VICTORIA PARK,WA,6101,100 ETWELL STREET,EAST VICTORIA PARK,WA,6101,-31.99744377,115.9016519,POST,08 9264 7600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,78,81,77,64,56,58,50,45,,,,,,,,,509
5752,MINDARIE PRIMARY SCHOOL,90 ROTHESAY HEIGHTS,MINDARIE,WA,6030,90 ROTHESAY HEIGHTS,MINDARIE,WA,6030,-31.687131,115.70938121,A2691,08 9407 1100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,92,107,93,100,97,106,98,97,,,,,,,,,790
4171,MINDARIE SENIOR COLLEGE,14 ELLISTON PARADE,MINDARIE,WA,6030,PO BOX 2003,CLARKSON,WA,6030,-31.6769792,115.7060496,A2693,08 6207 5500,NORTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,430,380,,810
5307,MINGENEW PRIMARY SCHOOL,70 PHILLIP STREET,MINGENEW,WA,6522,70 PHILLIP STREET,MINGENEW,WA,6522,-29.19497017,115.44075176,POST,08 9928 1062,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,11,13,8,7,4,7,9,,,,,,,,,65
1234,MOERLINA SCHOOL,16 BROCKWAY ROAD,MOUNT CLAREMONT,WA,6010,16 BROCKWAY ROAD,MOUNT CLAREMONT,WA,6010,-31.96775079,115.79215295,POST,08 9384 5894,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,14,5,8,5,3,5,9,2,,,,,,,,,51
5313,MOORA PRIMARY SCHOOL,ROBERTS STREET,MOORA,WA,6510,PO BOX 127,MOORA,WA,6510,-30.63256344,116.0033141,POST,08 9653 9300,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,12,11,12,15,21,20,4,23,,,,,,,,,118
5774,MOORDITJ NOONGAR COMMUNITY COLLEGE,EDDIE BARRON DRIVE,MIDLAND,WA,6056,PO BOX 2115,MIDLAND DC,WA,6936,-31.877453,116.025095,C225,08 9374 8800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,18,19,13,14,11,13,12,,,,,,,,,114
5314,MOORINE ROCK PRIMARY SCHOOL,MOORINE SOUTH ROAD,MOORINE ROCK,WA,6425,C/- POST OFFICE,MOORINE ROCK,WA,6425,-31.31490654,119.1254458,POST,08 9049 1176,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,1,2,2,1,4,4,2,,,,,,,,,16
